               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 166,            0.061103,           0.0061318,                   0,              0.7404,             0.74746,             0.76514,             0.32294,            0.074912,           0.0065088,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.061303,           0.0061351,                   0,             0.74172,              0.7484,             0.76567,             0.32294,            0.074917,           0.0065084,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.061045,           0.0061616,                   0,             0.74084,              0.7479,             0.76483,             0.32318,            0.074918,           0.0065101,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.060794,           0.0061057,                   0,             0.73944,             0.74649,             0.76376,             0.32313,            0.074918,           0.0065083,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.060434,           0.0061711,                   0,             0.73944,             0.74647,             0.76347,             0.32281,            0.074916,           0.0065099,                   0,            0.004423,            0.004423,            0.004423
                 171,             0.06059,           0.0060956,                   0,             0.73854,             0.74519,             0.76232,             0.32253,            0.074924,           0.0065103,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.060744,           0.0061577,                   0,              0.7398,             0.74637,             0.76315,             0.32277,             0.07492,           0.0065102,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.060371,           0.0061196,                   0,             0.73783,             0.74382,              0.7613,             0.32238,            0.074919,           0.0065105,                   0,            0.004324,            0.004324,            0.004324
                 174,             0.06034,            0.006064,                   0,             0.73807,             0.74434,              0.7621,             0.32253,            0.074921,           0.0065091,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.060262,           0.0061159,                   0,             0.73849,             0.74429,             0.76145,             0.32173,            0.074939,           0.0065067,                   0,            0.004258,            0.004258,            0.004258
                 176,             0.06085,           0.0061512,                   0,             0.73873,             0.74472,             0.76187,              0.3216,            0.074941,           0.0065049,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.060162,           0.0061048,                   0,             0.73983,             0.74556,             0.76269,             0.32219,            0.074951,            0.006506,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.060719,             0.00618,                   0,              0.7386,              0.7443,             0.76138,             0.32144,            0.074943,           0.0065045,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.060349,           0.0061537,                   0,              0.7399,             0.74533,             0.76238,             0.32116,            0.074946,           0.0065006,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.060443,           0.0061333,                   0,             0.73935,             0.74515,             0.76284,             0.32145,            0.074951,           0.0065029,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.060202,           0.0060539,                   0,             0.73796,             0.74382,             0.76155,             0.32074,            0.074975,           0.0065029,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.060056,           0.0061152,                   0,             0.73652,             0.74283,             0.76019,             0.32065,            0.074972,           0.0065051,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.059445,           0.0060765,                   0,             0.73623,              0.7428,             0.75968,              0.3211,             0.07498,           0.0065054,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.059318,           0.0060657,                   0,             0.73627,             0.74276,             0.75962,             0.32133,            0.075005,           0.0065048,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.059414,            0.006003,                   0,             0.73662,              0.7432,             0.76096,             0.32112,            0.075006,           0.0065042,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.059261,           0.0060423,                   0,             0.73651,             0.74336,             0.76111,             0.32119,            0.075022,           0.0065055,                   0,            0.003895,            0.003895,            0.003895
                 187,             0.05953,           0.0060629,                   0,             0.73467,             0.74169,             0.75932,             0.32097,            0.075056,           0.0065067,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.058714,           0.0060175,                   0,             0.73534,             0.74263,             0.76037,             0.32059,            0.075094,           0.0065061,                   0,            0.003829,            0.003829,            0.003829
                 189,             0.05892,           0.0060517,                   0,             0.73554,             0.74273,             0.76068,             0.32005,            0.075133,           0.0065081,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.058689,           0.0060428,                   0,             0.73367,             0.74084,             0.75923,             0.31989,            0.075177,            0.006509,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.059059,           0.0060895,                   0,              0.7345,              0.7415,             0.75982,             0.31948,            0.075188,           0.0065104,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.059116,           0.0060356,                   0,             0.73292,             0.73997,             0.75806,             0.31873,            0.075202,           0.0065095,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.058714,           0.0060864,                   0,             0.73425,             0.74105,             0.75894,             0.31905,            0.075208,           0.0065096,                   0,            0.003664,            0.003664,            0.003664
                 194,             0.05889,           0.0060876,                   0,             0.73376,             0.74091,             0.75894,             0.31905,            0.075195,           0.0065102,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.058516,           0.0059907,                   0,             0.73157,             0.73842,             0.75703,             0.31862,            0.075203,           0.0065137,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.058096,           0.0060125,                   0,              0.7318,             0.73873,             0.75773,             0.31812,            0.075218,           0.0065136,                   0,            0.003565,            0.003565,            0.003565
